Word,Mean similarity all domains,Mean similarity except SS,Mean similarity except Lw,Mean similarity except Ec,Mean similarity except Ci,Mean similarity except At,Mean similarity except Li,Mean similarity except EE,Mean similarity except ME,Mean similarity except Sp,Mean similarity except Me
2006,0.39548430740833285,0.39548430740833285,0.3952707217799293,0.398181955019633,0.4015817907121446,0.39805591106414795,0.39527150326304966,0.3900921642780304,0.3871796263588799,0.4028094344668918,0.39786847763591343
said,0.3971750497817993,0.3971750497817993,0.39772448937098187,0.4048708412382338,0.39017236563894486,0.39830321073532104,0.4043904145558675,0.39765188097953796,0.3873986502488454,0.3989526530106862,0.39981529778904384
choice,0.3972117483615875,0.3972117483615875,0.3953536417749193,0.40710150202115375,0.4017816682656606,0.40119363201989067,0.39419164260228473,0.3948039180702633,0.38757997420099044,0.41667377948760986,0.4000216590033637
contains,0.39781523048877715,0.39781523048877715,0.3980872597959306,0.4026363756921556,0.4014919466442532,0.4042385518550873,0.4020500116878086,0.3907902042071025,0.38639429211616516,0.40652169121636283,0.3962671293152703
typical,0.39831112027168275,0.39831112027168275,0.40246186322636074,0.40863414605458576,0.41043896476427716,0.3991733193397522,0.40919676091935897,0.3778288894229465,0.3855799237887065,0.40644194682439166,0.4017735918362935
accepted,0.3990395426750183,0.3990395426750183,0.39562631646792096,0.4052421947320302,0.39980753262837726,0.4053018589814504,0.40424298246701557,0.39376076062520343,0.4010095265176561,0.4046479794714186,0.39082900683085126
scope,0.3994560554623604,0.3994560554623604,0.3881678995158937,0.39321466121408677,0.4164771967464023,0.4023810277382533,0.415536696712176,0.3871327059136497,0.39837901956505245,0.4120283044046826,0.39724603792031604
never,0.39994855523109435,0.39994855523109435,0.40247584051556057,0.4098771744304233,0.3972745438416799,0.4003434479236603,0.4007122649086846,0.3927209774653117,0.3935195207595825,0.40403270059161717,0.40508166286680436
interest,0.4001321762800217,0.4001321762800217,0.4012783004177941,0.4110875990655687,0.41265090306599933,0.40832069847318864,0.40154019991556805,0.3975876702202691,0.3938254647784763,0.39627666936980355,0.39941291676627266
complex,0.40030942410230635,0.40030942410230635,0.40002770390775466,0.41072764496008557,0.42466405696339077,0.39966431425677407,0.4009273433023029,0.38811696734693313,0.38907407886452144,0.4075934307442771,0.40286336176925236
source,0.4007276087999344,0.4007276087999344,0.40773118866814506,0.4009477396806081,0.40969429082340664,0.3976859549681346,0.3997228907214271,0.39249637722969055,0.39734680785073173,0.4064614209863875,0.4057318303320143
allowed,0.4011033624410629,0.4011033624410629,0.40764878193537396,0.40717586874961853,0.41197408901320565,0.4076928761270311,0.3960963487625122,0.3948609497812059,0.3838721546861861,0.405606789721383,0.4070790277587043
etc,0.4012193948030472,0.4012193948030472,0.41435150967703926,0.41312743226687115,0.4124551879035102,0.41122034854359096,0.40093565980593365,0.37745072113143074,0.38680363694826764,0.4101846714814504,0.39793986082077026
consists,0.40328511595726013,0.40328511595726013,0.413187970717748,0.4081113504038917,0.4146563741895888,0.4123341341813405,0.40836146142747665,0.394271088971032,0.38864203294118244,0.4025092124938965,0.4023505085044437
comparison,0.4033585011959076,0.4033585011959076,0.4106465213828617,0.4018637239933014,0.4085209369659424,0.4085550076431698,0.4073140621185303,0.3850153221024407,0.39448391066657174,0.41401512424151105,0.4116786453458998
type,0.40349240601062775,0.40349240601062775,0.4019511176480187,0.41733713613616097,0.41036825709872776,0.4053667618168725,0.40671485662460327,0.39175404111544293,0.4000333646933238,0.41705117954148185,0.399621844291687
2002,0.40367418229579927,0.40367418229579927,0.4050294491979811,0.40689535273445976,0.4050334261523353,0.4036559859911601,0.40182150072521633,0.3975323537985484,0.39080171121491325,0.41155656178792316,0.41186581717597115
important,0.40457085371017454,0.40457085371017454,0.4032309320237901,0.4079002969794803,0.40951062242190045,0.4080658753712972,0.40965090195337933,0.4009705119662815,0.3978433873918321,0.4052127930853102,0.4083414110872481
equivalent,0.4046318560838699,0.4046318560838699,0.4073328971862793,0.4171473549471961,0.4114518728521135,0.4125939475165473,0.41993672649065655,0.39012336399820113,0.38338860207133824,0.41812048686875236,0.3988552954461839
fixed,0.4047996371984482,0.4047996371984482,0.408733112944497,0.4175494942400191,0.41447023550669354,0.397525429725647,0.4157339367601607,0.38553016384442645,0.3946860432624817,0.41367726524670917,0.4015195535288917
map,0.4049243971705437,0.4049243971705437,0.39957550333605873,0.4265664683447944,0.4100354231066174,0.39573878877692753,0.40956274833944106,0.39421186016665566,0.3923388835456636,0.41768867605262333,0.41218866407871246
say,0.4051192581653595,0.4051192581653595,0.40932514270146686,0.4163443247477214,0.40582506855328876,0.4007069534725613,0.4037008517318302,0.40214450822936165,0.39597558312945896,0.4041624301009708,0.4068455497423808
functional,0.40545919686555865,0.40545919686555865,0.39633030858304763,0.4194255255990558,0.4308225115140279,0.40232368806997937,0.40448977053165436,0.3818673375580046,0.39852923651536304,0.4049520774020089,0.42148344549867844
array,0.4056150779128075,0.4056150779128075,0.3926260322332382,0.42194831205738914,0.4320921235614353,0.39789669546816087,0.4197289099295934,0.37253333297040725,0.389548412627644,0.41571319931083256,0.41948851115173763
smaller,0.4057573199272156,0.4057573199272156,0.3986873659822676,0.4210446874300639,0.4106193780899048,0.40979789694150287,0.4082757035891215,0.3950194517771403,0.3951934642261929,0.41519926322831047,0.40794166922569275
version,0.4072896718978882,0.4072896718978882,0.41119743718041313,0.42362260818481445,0.4148961669868893,0.3923307591014438,0.4091828829712338,0.3949569794866774,0.40086709128485787,0.4134155015150706,0.413131359550688
thought,0.4072908788919449,0.4072908788919449,0.4123110936747657,0.4175545208983951,0.4127758774492476,0.40751028060913086,0.4026947153939141,0.40173451768027413,0.40502209464708966,0.4064018494553036,0.40837705466482377
model,0.40796421766281127,0.40796421766281127,0.39959467781914604,0.4141942295763228,0.43454253176848096,0.4174364341629876,0.41422683000564575,0.39666737450493705,0.3957108457883199,0.42927709718545276,0.3964114983876546
step,0.4082300215959549,0.4082300215959549,0.4045691324604882,0.41670604878001744,0.4210047920544942,0.41772811942630345,0.4166807068718804,0.39257782366540694,0.39558299051390755,0.41690093610021806,0.40543122092882794
even,0.40920497179031373,0.40920497179031373,0.41218624843491447,0.4191710419125027,0.41110344065560234,0.40761731730567086,0.4137905504968431,0.40192514657974243,0.40400886204507613,0.4128795365492503,0.41163623001840377
common,0.40955549478530884,0.40955549478530884,0.4043686654832628,0.41253771715694004,0.4102095067501068,0.41317350665728253,0.4047534068425496,0.40631845262315536,0.40802062551180523,0.4113599889808231,0.415288550986184
open,0.41022136211395266,0.41022136211395266,0.4063981274763743,0.4089844160609775,0.43003828989134896,0.4288911190297868,0.42762156658702427,0.39731850888994,0.40357963575257194,0.4150134093231625,0.3972322874599033
mean,0.4107740819454193,0.4107740819454193,0.4220535324679481,0.4195074836413066,0.4120290047592587,0.41062964995702106,0.4165179630120595,0.4034628967444102,0.4008505675527785,0.41574205292595756,0.41437878873613143
related,0.4107912629842758,0.4107912629842758,0.4185430275069343,0.4181920521789127,0.4213811192247603,0.4087870485252804,0.41100969579484725,0.40306201246049667,0.40120047993130153,0.4197474949889713,0.41333190600077313
connection,0.41094509363174436,0.41094509363174436,0.40714625848664177,0.423775401380327,0.4266817669073741,0.41845954789055717,0.4096038341522217,0.39939000871446395,0.4025118880801731,0.41784465312957764,0.41545407639609444
real,0.4122207939624786,0.4122207939624786,0.42325648334291244,0.41546546750598484,0.4197272327211168,0.4144301480717129,0.414161096016566,0.39753782086902195,0.3998051948017544,0.4274601638317108,0.4211014774110582
operator,0.41260523200035093,0.41260523200035093,0.41204969750510323,0.4469074259201686,0.4162161449591319,0.4029134147697025,0.4087046715948317,0.3908171984884474,0.40191103352440727,0.43602970408068764,0.42089589105712044
2009,0.4127196669578552,0.4127196669578552,0.41709237959649825,0.41130127509435016,0.4170159565077888,0.4137770500448015,0.40779972738689846,0.4119705789619022,0.4095007578531901,0.4173649615711636,0.4166385332743327
recognition,0.4136599346995354,0.4136599346995354,0.4284363173776203,0.4416817824045817,0.41861697203583187,0.4226669619480769,0.4177631123198403,0.3859028137392468,0.38871101372771794,0.41740165319707656,0.41826484766271377
future,0.41405328810215,0.41405328810215,0.41714244418674046,0.40856079591645134,0.4156379765934414,0.4245285491148631,0.4212419092655182,0.41038133369551766,0.40717609723409015,0.4155343042479621,0.4196895824538337
structure,0.4141835629940033,0.4141835629940033,0.41362156470616657,0.42759719159868026,0.42099129491382176,0.4258415268527137,0.4168754551145766,0.40519418981340194,0.40625249677234226,0.4208424852954017,0.40943822595808244
around,0.4153431624174118,0.4153431624174118,0.4184952543841468,0.4241056011782752,0.4253622061676449,0.4121645556555854,0.4146554039584266,0.4073200358284844,0.40776611698998344,0.4173303312725491,0.41797128319740295
generally,0.4158941715955734,0.4158941715955734,0.42610246274206376,0.42908686730596757,0.4185402856932746,0.41109875837961835,0.41253339250882465,0.4061017466915978,0.41014741526709664,0.41888534360461765,0.4197760423024495
every,0.41590307652950287,0.41590307652950287,0.41705382863680523,0.4319934546947479,0.42675120962990654,0.4187675846947564,0.41851596037546795,0.4143693877591027,0.4014740222030216,0.4128643704785241,0.4154343571927812
line,0.41596588790416716,0.41596588790416716,0.42113595538669163,0.4215157131354014,0.41133491860495675,0.41276777121755814,0.414874576860004,0.4129241638713413,0.41597315006785923,0.42755135231547886,0.41073913044399685
branch,0.416507950425148,0.416507950425148,0.42446204357677036,0.43382808234956527,0.4319733248816596,0.42810744047164917,0.42445801695187885,0.39915868639945984,0.4014333850807614,0.4281494981712765,0.41243541571829057
various,0.4170611798763275,0.4170611798763275,0.42178698711925083,0.4274454116821289,0.4307311773300171,0.4245130684640672,0.4117502636379666,0.4101318485207028,0.4114887747499678,0.413750774330563,0.41567183534304303
commonly,0.4171372652053833,0.4171372652053833,0.4228765798939599,0.4298083517286513,0.4219566649860806,0.4149826036559211,0.4195932183000777,0.4027530286047194,0.4084334241019355,0.4195504155423906,0.422525468799803
pattern,0.41797512024641037,0.41797512024641037,0.4097603377368715,0.4377419302860896,0.44309479660458034,0.412913989689615,0.4167536546786626,0.4005281511280272,0.4118123236629698,0.41216502090295154,0.4261987159649531
include,0.4181168556213379,0.4181168556213379,0.42508260409037274,0.41924015349811977,0.4288558132118649,0.41696712043550277,0.4149896932972802,0.40813977188534206,0.4157849583360884,0.42356444398562115,0.4193899995750851
became,0.42028930485248567,0.42028930485248567,0.41969796684053207,0.4264867703119914,0.42454080449210274,0.43036167158020866,0.4146669904390971,0.4166405565208859,0.41614946391847396,0.4301529460483127,0.41683418220943874
control,0.42030047476291654,0.42030047476291654,0.42184851235813564,0.42617001136144,0.4268623987833659,0.42305423816045123,0.4231218530072106,0.40813523862097,0.404243313603931,0.4300157328446706,0.4280653927061293
string,0.42060903906822206,0.42060903906822206,0.4120568136374156,0.42026670111550224,0.4368443522188399,0.42266571190622115,0.42676813734902275,0.40912241405910915,0.4043716920746697,0.4386699895064036,0.4331173035833571
refers,0.42076476514339445,0.42076476514339445,0.4184585014979045,0.43213605549600387,0.4265455934736464,0.41545699371231926,0.4256024526225196,0.4076175590356191,0.4115672939353519,0.4384280741214752,0.42842188146379256
major,0.42080889344215394,0.42080889344215394,0.4200088083744049,0.417293969127867,0.42365913258658516,0.4299280908372667,0.42660342653592426,0.41995619071854484,0.4127078387472365,0.4242338968647851,0.4188490112622579
implement,0.4209397703409195,0.4209397703409195,0.4174376494354672,0.4240967233975728,0.43008439077271354,0.4273246791627672,0.4256882899337345,0.39090335700247025,0.4142211510075463,0.4357220033804576,0.43182122045093113
zero,0.42155162394046786,0.42155162394046786,0.4118356472916073,0.43628136316935223,0.4234187238746219,0.42585837841033936,0.4205309881104363,0.40292882588174606,0.4061056408617232,0.43313221467865837,0.43508459793196785
find,0.421685117483139,0.421685117483139,0.43182793921894497,0.42586520976490444,0.42704347438282436,0.41845663719707066,0.4157574640380012,0.416143043173684,0.4144177734851837,0.4268338017993503,0.4268711341751946
simple,0.4217518657445908,0.4217518657445908,0.43411267797152203,0.43326660990715027,0.4390803310606215,0.41985278990533614,0.42187336418363786,0.39494336644808453,0.41014765037430656,0.42932041817241245,0.42986314164267647
led,0.42205936908721925,0.42205936908721925,0.42371731665399337,0.4298894140455458,0.4303598701953888,0.42803570959303117,0.41919898986816406,0.4163172509935167,0.41197160217497086,0.4259952902793884,0.41905507776472306
greater,0.42294330298900606,0.42294330298900606,0.43099568949805367,0.4304415153132545,0.43048473861482406,0.41854729255040485,0.4235319760110643,0.4194299942917294,0.4255780577659607,0.4208407931857639,0.4271804557906257
many,0.42410872876644135,0.42410872876644135,0.4222582280635834,0.4290122588475545,0.42513429787423873,0.4224382738272349,0.4210415879885356,0.4270792272355821,0.4259481098916795,0.4263344175285763,0.4255991511874729
position,0.4242353528738022,0.4242353528738022,0.4350358446439107,0.43218794133928085,0.43651750683784485,0.4344599081410302,0.41793904370731777,0.41597824626498753,0.4080127775669098,0.42507048779063755,0.4246147639221615
produce,0.4247424155473709,0.4247424155473709,0.43364952670203316,0.4279033641020457,0.4254852036635081,0.4282609191205766,0.42941224243905807,0.41076453195677864,0.4161582092444102,0.43713024920887417,0.42709991998142666
back,0.42496325969696047,0.42496325969696047,0.41543078422546387,0.43869012263086105,0.4259149200386471,0.4295288357469771,0.4168790843751695,0.4213538136747148,0.4203492800394694,0.43061061369048226,0.42835379971398246
assembly,0.4251399636268616,0.4251399636268616,0.4211866921848721,0.43292390637927586,0.4385322266154819,0.4226264953613281,0.42966341641214156,0.41628218359417385,0.42617524332470363,0.4277854263782501,0.4203907582494948
gate,0.42526758164167405,0.42526758164167405,0.415999722149637,0.4429707047012117,0.45072068605158067,0.4250721153285768,0.43036335210005444,0.3866389642159144,0.4000174254179001,0.44528211818801033,0.4295831074317296
might,0.42556061744689944,0.42556061744689944,0.4286445809735192,0.44006772836049396,0.43054256836573285,0.4223559664355384,0.4279528558254242,0.4154985811975267,0.42298803726832074,0.42805229292975533,0.4269259141551124
cluster,0.425627289712429,0.425627289712429,0.3940191517273585,0.43205568691094715,0.44838880995909375,0.45165294739935136,0.4492826610803604,0.407508490814103,0.3928350988361571,0.4535984579059813,0.42011893954541946
better,0.4259012132883072,0.4259012132883072,0.4329519172509511,0.4347107708454132,0.4306385252210829,0.43461596965789795,0.4289552999867333,0.4202181465095944,0.4195639259285397,0.43183157179090714,0.41737253467241925
java,0.42677882611751555,0.42677882611751555,0.42573733462227714,0.44127068916956586,0.4473452286587821,0.42169080840216744,0.43691229489114547,0.40017715096473694,0.4042314787705739,0.44650117059548694,0.4497235318024953
2008,0.42688700556755066,0.42688700556755066,0.42535441782739425,0.43518712785508895,0.4292907946639591,0.42799070808622575,0.4276994831032223,0.4236203928788503,0.4216061731179555,0.42851678530375165,0.4269174900319841
unit,0.42759793996810913,0.42759793996810913,0.4296083052953084,0.4405132598347134,0.4418380790286594,0.4280213945441776,0.4235413703653548,0.41271211041344535,0.41555347707536483,0.4397501316335466,0.4309657977686988
number,0.428340220451355,0.428340220451355,0.4267279373274909,0.44398701522085404,0.43500975105497575,0.4366229640112983,0.4325476388136546,0.4184601704279582,0.42113371027840507,0.43578561147054035,0.4322306646241082
modern,0.42845959663391114,0.42845959663391114,0.4306144217650096,0.4338810046513875,0.43736840618981254,0.4413083526823256,0.4321309957239363,0.4177527295218574,0.42489927675988937,0.42914161417219376,0.42729202575153774
name,0.42872785329818724,0.42872785329818724,0.4253503183523814,0.42417049076822066,0.431980248954561,0.42617686258422005,0.4399833679199219,0.4272584451569451,0.425889919201533,0.4361664123005337,0.43479084637429977
recent,0.42877615690231324,0.42877615690231324,0.4343402286370595,0.4131467607286241,0.4451283382044898,0.4323803616894616,0.43544366624620223,0.42654500073856777,0.4217195080386268,0.4331681728363037,0.4314883914258745
reference,0.4297008603811264,0.4297008603811264,0.43769440054893494,0.42738880382643807,0.43030270602968,0.42862192127439713,0.4310070839193132,0.42591705587175155,0.4228282901975844,0.4358133739895291,0.43496019972695243
2010,0.42989151179790497,0.42989151179790497,0.4283820225132836,0.4304395152462853,0.4386234051651425,0.43012212051285637,0.42901825573709274,0.4284351666768392,0.42897021439340377,0.4330553346210056,0.4339430265956455
significant,0.4300596058368683,0.4300596058368683,0.43121337890625,0.4322850770420498,0.43608493937386406,0.43442802627881366,0.4395667446984185,0.4199201332198249,0.4283205568790436,0.4310023718410068,0.4278128676944309
stack,0.4307938039302826,0.4307938039302826,0.43170064356591964,0.446153892411126,0.4417618347538842,0.41700051228205365,0.44934601585070294,0.40221205684873795,0.4067043662071228,0.45463794469833374,0.44760692450735307
possible,0.43090948462486267,0.43090948462486267,0.42869167857699925,0.4422934816943275,0.44371148612764144,0.4303869373268551,0.4302172263463338,0.4195561673906114,0.42923520670996773,0.4362504581610362,0.43535713685883415
action,0.43231700360774994,0.43231700360774994,0.44969503747092354,0.4342089361614651,0.44939165976312423,0.4266400635242462,0.426090528567632,0.4248539176252153,0.42350248164600796,0.43997448682785034,0.4422346187962426
existing,0.43247219622135163,0.43247219622135163,0.44649094012048507,0.43555952111879986,0.43638718459341264,0.4335403045018514,0.43942613403002423,0.41707247826788163,0.42388741506470573,0.43672171897358364,0.4356471002101898
purpose,0.4329026862978935,0.4329026862978935,0.4283577584558063,0.4555424882305993,0.44028453528881073,0.43452226287788814,0.43801724082893795,0.41515640914440155,0.42024493714173633,0.43167219393783146,0.4398254305124283
table,0.43346418887376786,0.43346418887376786,0.437720807062255,0.45182938542630935,0.46171024441719055,0.44011008573902977,0.4507337063550949,0.4064616974857118,0.41009574631849927,0.41527052223682404,0.4371555828385883
path,0.43418807685375216,0.43418807685375216,0.4322124818960826,0.4493425455358293,0.45067472921477425,0.43982477651702034,0.44016202953126693,0.42283694280518425,0.42107522156503463,0.4347674051920573,0.43856051233079696
use,0.43454315662384035,0.43454315662384035,0.4460399780008528,0.4379206796487172,0.44273146655824447,0.4389485948615604,0.43359677990277606,0.42828988035519916,0.4341374701923794,0.4355054961310493,0.43097732795609367
relation,0.43473827838897705,0.43473827838897705,0.4359196921189626,0.4348353644212087,0.43654918008380467,0.4475112226274278,0.4434804386562771,0.4308651520146264,0.4260245230462816,0.4350093636247847,0.4420389069451226
new,0.43485950231552123,0.43485950231552123,0.4382360279560089,0.44212644961145187,0.44440914193789166,0.4384431607193417,0.4310790068573422,0.4303668638070424,0.4267269770304362,0.44499607218636406,0.42928947342766655
write,0.43619692921638487,0.43619692921638487,0.439718978272544,0.4481779668066237,0.44850094781981575,0.4348287814193302,0.4385819203323788,0.40988700919681126,0.4241529901822408,0.4394769039418962,0.441422959168752
define,0.43691542446613313,0.43691542446613313,0.4333012302716573,0.4488163689772288,0.4396490289105309,0.4549169573518965,0.44230616092681885,0.41494763228628373,0.42286311586697894,0.44491790731747943,0.4455530577235752
construction,0.4371878087520599,0.4371878087520599,0.4420914649963379,0.44334301021364,0.4382384717464447,0.4488799141512977,0.44787831438912284,0.4249366521835327,0.417037030061086,0.44276243448257446,0.4285829994413588
object,0.43830627501010894,0.43830627501010894,0.4358307553662194,0.44453905357254875,0.4497830271720886,0.44016214542918736,0.44812580611970687,0.41624439093801713,0.43324195345242816,0.45207853118578595,0.44401775466071236
applied,0.4383540481328964,0.4383540481328964,0.45321207245190936,0.45497073729832965,0.4661863048871358,0.44451335734791225,0.4477267662684123,0.4210232198238373,0.41230015291108024,0.44384180506070453,0.43109613325860763
mode,0.43884937316179273,0.43884937316179273,0.4526663108004464,0.47522010074721444,0.4412315868669086,0.4267105410496394,0.4517240540848838,0.4090726789500978,0.4198863986465666,0.4447551253769133,0.44833900034427643
april,0.4407570093870163,0.4407570093870163,0.4412524865733253,0.4462228020032247,0.4467795226309035,0.4405698279539744,0.43980370627509224,0.43838537732760113,0.43725357784165275,0.4474513894981808,0.43915742966863847
sometimes,0.442157119512558,0.442157119512558,0.4462549355294969,0.4568784236907959,0.43415307336383396,0.4448239074812995,0.44825853572951424,0.4300389024946425,0.43065928750567967,0.4439890252219306,0.4524407419893477
record,0.44259939789772035,0.44259939789772035,0.4470534324645996,0.4618266887134976,0.44707365168465507,0.4445025523503621,0.4466935926013523,0.4273632764816284,0.4342908196979099,0.44429727726512486,0.44113869468371075
allow,0.44266014397144315,0.44266014397144315,0.4457497364944882,0.45695973104900783,0.45716823803053963,0.4331389235125648,0.4431421756744385,0.43012304769621956,0.43408018681738114,0.44920919007725185,0.44772759411070084
large,0.44316141605377196,0.44316141605377196,0.44037306639883256,0.44822343521647984,0.44737467500898576,0.44324624207284713,0.4452658196290334,0.43902113371425205,0.4380061891343858,0.4486227101749844,0.44652339153819615
matter,0.4443419650197029,0.4443419650197029,0.4431147889958488,0.4594349314769109,0.4709163506825765,0.4487733824385537,0.45218656957149506,0.4326515412992901,0.41861989266342586,0.45367948048644596,0.4417077617512809
particular,0.44466221928596494,0.44466221928596494,0.4430629014968872,0.4569788806968265,0.4515529407395257,0.45114221175511676,0.44853050510088605,0.43634192811118233,0.4346056779225667,0.4513452748457591,0.44878048698107403
compared,0.4450194388628006,0.4450194388628006,0.4580332769287957,0.4432590405146281,0.44133438997798496,0.4549752308262719,0.44623932904667324,0.4395024511549208,0.4388597442044152,0.4514263802104526,0.4446396297878689
distinct,0.4468384176492691,0.4468384176492691,0.4472551577621036,0.46370528803931343,0.4495694041252136,0.4503837492730882,0.45247743527094525,0.43821651736895245,0.43656257457203335,0.45462363958358765,0.44631901383399963
vision,0.447165784239769,0.447165784239769,0.44362148973676896,0.46271321839756435,0.45080841581026715,0.45650656355751884,0.46116210685835946,0.42361608809894985,0.43037493692504036,0.4614158140288459,0.440705719921324
formal,0.4482192635536194,0.4482192635536194,0.45844261513815987,0.45906916591856217,0.4593925111823612,0.46046481861008537,0.4580707649389903,0.4223468436135186,0.43563846747080487,0.453768296374215,0.4523127145237393
2011,0.4487450510263443,0.4487450510263443,0.447492390871048,0.4417960014608171,0.4607083631886376,0.449083536863327,0.44602468940946793,0.4449069963561164,0.4444395800431569,0.45473817321989274,0.45662296149465775
due,0.4488562226295471,0.4488562226295471,0.4610346323913998,0.44936294356981915,0.45304186476601493,0.4485288163026174,0.4423387845357259,0.4463071326414744,0.4463115632534027,0.4506243069966634,0.45335198442141217
official,0.44921896457672117,0.44921896457672117,0.4476967718866136,0.45776716536945766,0.4554663366741604,0.45283980502022636,0.44765058490965104,0.4418879482481215,0.44076759285397,0.4548708432250553,0.4529943068822225
notable,0.4493298321962357,0.4493298321962357,0.4542451567120022,0.45805133051342434,0.46550056007173324,0.46205417315165204,0.4639095697138045,0.43336660001013017,0.43508901529841953,0.45325399107403225,0.4365331762366825
implementation,0.44943571388721465,0.44943571388721465,0.44757094648149276,0.45363956358697677,0.46065159307585823,0.43662795424461365,0.45298533307181466,0.4340425829092662,0.4546686675813463,0.4591958887047238,0.44960513048701817
macro,0.4499296069145203,0.4499296069145203,0.4449201391802894,0.4693783289856381,0.46425502167807686,0.4462011489603255,0.45782381958431667,0.40135930644141304,0.4487544198830922,0.4578698542382982,0.4602952798207601
allowing,0.45002191364765165,0.45002191364765165,0.4662806987762451,0.4548962579833137,0.4585694670677185,0.44789456990030074,0.4462851948208279,0.4334401653872596,0.4351024925708771,0.46155815654330784,0.4520001908143361
concept,0.4509561598300934,0.4509561598300934,0.45171557863553363,0.4531829324033525,0.45538440015580917,0.44752026597658795,0.4549158149295383,0.4353453914324443,0.44693996177779305,0.47135918339093524,0.4528514974647098
across,0.45121200680732726,0.45121200680732726,0.4532690511809455,0.45976858999994064,0.4543759789731767,0.4515601131651137,0.4476541247632768,0.44936655627356636,0.44952249858114457,0.4634182850519816,0.4538489712609185
among,0.4514509826898575,0.4514509826898575,0.4527534710036384,0.4540110230445862,0.46548741393619114,0.45829975605010986,0.4615137212806278,0.44307298461596173,0.4360259605778588,0.4574000769191318,0.4468359715408749
function,0.4521197944879532,0.4521197944879532,0.4501272671752506,0.47057074639532304,0.46439338723818463,0.4544416268666585,0.4600175420443217,0.4303801357746124,0.4314030508200328,0.473024715979894,0.4632634123166402
represent,0.45230058431625364,0.45230058431625364,0.4496617019176483,0.4681815571255154,0.45552269617716473,0.4573652148246765,0.4542073905467987,0.437789519627889,0.4468882746166653,0.45301449961132473,0.4591243863105774
local,0.45285499691963194,0.45285499691963194,0.453328980339898,0.458588934606976,0.4578561749723222,0.455681969722112,0.4560847481091817,0.45338986979590523,0.4501245253615909,0.45798803369204205,0.45256460044119096
view,0.4532563388347626,0.4532563388347626,0.4588057862387763,0.4537738627857632,0.4566125836637285,0.4553404251734416,0.4619346294138167,0.4473801917499966,0.44805683692296344,0.4558854533566369,0.45488855242729187
defined,0.4536758363246918,0.4536758363246918,0.45998507075839573,0.47041839361190796,0.4505913058916728,0.4628606703546312,0.4557156165440877,0.4361487163437737,0.44446445835961235,0.4589490526252323,0.4616623951329125
useful,0.4538686215877533,0.4538686215877533,0.45841728647549945,0.4598337610562642,0.47061673137876725,0.44553526242574054,0.45446108447180855,0.4346073336071438,0.45740022593074375,0.46123311254713273,0.4534439179632399
2012,0.45389559864997864,0.45389559864997864,0.4529789321952396,0.459743383857939,0.45774510502815247,0.4594034022755093,0.4564038614432017,0.4466675387488471,0.4471834037039015,0.45722171001964146,0.45542798770798576
statement,0.4546858072280884,0.4546858072280884,0.45739898416731095,0.45870785580741036,0.4643472300635444,0.4521468546655443,0.44907208283742267,0.4354093339708116,0.4550361434618632,0.46946219603220624,0.4634336100684272
image,0.4552104502916336,0.4552104502916336,0.4558357662624783,0.4732307261890835,0.471365491549174,0.45188091860877144,0.47085680233107674,0.43591955966419643,0.43875401218732196,0.4662332965268029,0.4505352775255839
day,0.45532179772853854,0.45532179772853854,0.44909684856732685,0.45703740252388847,0.46242813600434196,0.4551640980773502,0.4558722939756181,0.45384137166870964,0.45264068908161587,0.45874027411142987,0.4552066491709815
variety,0.45556287467479706,0.45556287467479706,0.46333931883176166,0.46295566360155743,0.46034218205346,0.45992375413576764,0.46214954058329266,0.4386321935388777,0.44711703393194413,0.4545831282933553,0.45763275027275085
central,0.4561607867479324,0.4561607867479324,0.4655373725626204,0.46040794253349304,0.4671594434314304,0.45636152227719623,0.4555460910002391,0.45094923509491813,0.44558412830034894,0.4583412574397193,0.4513375726011064
needed,0.4564379811286926,0.4564379811286926,0.46482096446885,0.4596438441011641,0.4565569890869988,0.46439849668078953,0.45731212695439655,0.4374152223269145,0.45359497600131565,0.4620826443036397,0.4648578100734287
volume,0.4566160380840302,0.4566160380840302,0.4638651708761851,0.45475327637460494,0.46176724632581073,0.45720601081848145,0.46834993693563676,0.4470466375350952,0.4480242066913181,0.46777453025182086,0.4555988510449727
deal,0.45772614777088166,0.45772614777088166,0.460921843846639,0.45195577210850185,0.47695385416348773,0.46494899524582756,0.4730544288953145,0.44414659010039437,0.442994624376297,0.4523553219106462,0.464645074473487
constant,0.4578942358493805,0.4578942358493805,0.44544843170377946,0.4617076847288344,0.47409024172359043,0.4730188382996453,0.4682796763049232,0.4339646100997925,0.4372946619987488,0.4767735070652432,0.45798756016625297
perform,0.45829781889915466,0.45829781889915466,0.46159522069825065,0.47130220135052997,0.4720090727011363,0.4610268308056725,0.47084957030084396,0.4354686472151015,0.43901679250929093,0.4659131235546536,0.46742350194189286
popular,0.4585406333208084,0.4585406333208084,0.45838596423467,0.4678872757487827,0.46420520544052124,0.4590238167179955,0.4569876458909776,0.45448510183228386,0.4576214883062575,0.4540625015894572,0.4632672203911675
fundamental,0.4585729390382767,0.4585729390382767,0.4567456046740214,0.4676396780543857,0.4600563612249162,0.4682144390212165,0.4658676054742601,0.4433305429087745,0.44231678711043465,0.4717843002743191,0.4691417912642161
2015,0.4592060953378677,0.4592060953378677,0.4610186682807075,0.45975646045472884,0.4574511879020267,0.46326250500149196,0.45295463999112445,0.4597184161345164,0.45568276776207817,0.46516814165645176,0.4620804422431522
