Word,Mean similarity all domains,Mean similarity except SS,Mean similarity except Lw,Mean similarity except Ec,Mean similarity except Ci,Mean similarity except At,Mean similarity except Li,Mean similarity except EE,Mean similarity except ME,Mean similarity except Sp,Mean similarity except Me
started,0.31731816232204435,0.31731816232204435,0.32816439535882735,0.3228157725599077,0.32722732093599105,0.3246570924917857,0.31098406513532,0.30648471580611336,0.2979168693224589,0.32467736138237846,0.32172180546654594
time,0.3175672560930252,0.3175672560930252,0.3266325212187237,0.31983788145913017,0.32327327132225037,0.31451524297396344,0.3114495740996467,0.3168606228298611,0.30385642912652755,0.3279637379778756,0.31814584798283047
complete,0.31818299144506457,0.31818299144506457,0.3203297969367769,0.34123603502909344,0.33183470865090686,0.329855192038748,0.3252660483121872,0.29289461341169143,0.2952111413081487,0.3365153852436278,0.30955982042683494
directly,0.31838603019714357,0.31838603019714357,0.322902113199234,0.330676664908727,0.3229137394163344,0.32592182026969063,0.31315218408902484,0.3085423939757877,0.30652476681603325,0.3275191088517507,0.3174246781402164
original,0.3196059912443161,0.3196059912443161,0.3250032365322113,0.3298063543107774,0.3178403576215108,0.3181363708443112,0.31914102368884617,0.30816810660892063,0.3112060891257392,0.32408085465431213,0.3275543616877662
side,0.32110144197940826,0.32110144197940826,0.33424212369653916,0.323791590001848,0.3351876851585176,0.3202209538883633,0.319380650917689,0.3157874279552036,0.3090503447585636,0.32240058647261727,0.32400747140248615
kind,0.3223983019590378,0.3223983019590378,0.32658226291338605,0.3272359437412686,0.3292707602183024,0.3206569022602505,0.327985942363739,0.31111858288447064,0.31805121567514205,0.3192906578381856,0.3303048511346181
multiple,0.3228240579366684,0.3228240579366684,0.31994879576894975,0.33807778855164844,0.34054353336493176,0.3205643163786994,0.31762148274315727,0.3143942521678077,0.3181726502047645,0.3288106653425429,0.3239017923672994
basic,0.3234615668654442,0.3234615668654442,0.32273566557301414,0.3415505488713582,0.33235332038667464,0.32866762909624314,0.3246324873632855,0.311296209692955,0.3101987755960888,0.33799175752533805,0.31504498091008926
provided,0.3238161876797676,0.3238161876797676,0.33717969722217983,0.3305522021320131,0.32703547179698944,0.3318583452039295,0.32559865216414136,0.31124017801549697,0.3157559053765403,0.33022536006238723,0.3218613945775562
alternative,0.32398413568735124,0.32398413568735124,0.33099716073936886,0.3345213068856133,0.34408563044336105,0.33264366620116764,0.3209917065170076,0.30857004556390977,0.31092308461666107,0.33395613564385307,0.3185182925727632
small,0.32557725012302396,0.32557725012302396,0.33169623215993244,0.3309321138593886,0.3293738034036424,0.3244360652234819,0.32129298316107857,0.31892595026228165,0.3194943136639065,0.3353954553604126,0.3290943404038747
order,0.3255869269371033,0.3255869269371033,0.32978470457924736,0.3390500048796336,0.3333309094111125,0.3251739574803246,0.314558916621738,0.3233042922284868,0.3168024155828688,0.33132896158430314,0.32763513922691345
leading,0.3261148765683174,0.3261148765683174,0.33289215796523625,0.33100664450062645,0.34286947051684064,0.3316866805156072,0.32640725870927173,0.3148929857545429,0.3152790814638138,0.3342827806870143,0.31900915337933433
today,0.32723657935857775,0.32723657935857775,0.32980335255463916,0.340138488345676,0.3339525643322203,0.32858633167213863,0.3304009089867274,0.31823234260082245,0.31563516292307114,0.3295338998238246,0.32750821941428715
although,0.32743726670742035,0.32743726670742035,0.3313518398337894,0.3334643277857039,0.327516774336497,0.330370780494478,0.32507408989800346,0.3201204339663188,0.32089123129844666,0.3314731783337063,0.33113425638940597
construct,0.3278467357158661,0.3278467357158661,0.32485977477497524,0.34269509216149646,0.3457101864947213,0.3228248291545444,0.3339836862352159,0.3066485325495402,0.3200545310974121,0.3315051760938432,0.3322755694389343
via,0.3280552804470062,0.3280552804470062,0.3503741655084822,0.32887023356225753,0.3414593007829454,0.31700261102782357,0.3320406675338745,0.316853791475296,0.31958304511176217,0.34026537007755703,0.3272935118940141
later,0.32953324913978577,0.32953324913978577,0.3308769762516022,0.3376481533050537,0.3322602907816569,0.33488096131218803,0.32887717750337386,0.32536843087938094,0.31985001431571114,0.33588176634576583,0.32435162531005013
general,0.3314518302679062,0.3314518302679062,0.32960886756579083,0.33922744790712994,0.32566635145081413,0.3358219199710422,0.3293312324417962,0.3217957582738664,0.32608238193723893,0.33846413758065963,0.33194025688701206
single,0.3323076248168945,0.3323076248168945,0.32573602596918744,0.35368934604856705,0.3391848537656996,0.3347160915533702,0.32727160056432086,0.3264314532279968,0.32383693589104545,0.33416610293918186,0.33901850713623893
internal,0.332431061565876,0.332431061565876,0.33658357957998913,0.34902363850010765,0.3449012537797292,0.3313157541884316,0.3342336763938268,0.31702519290977055,0.31920711365011,0.3386557582351897,0.33580579194757676
creation,0.3324376255273819,0.3324376255273819,0.34425601694318986,0.33952518304189044,0.339689979950587,0.33658935295210946,0.33353150222036576,0.32007256150245667,0.32517723904715645,0.34166787399186027,0.32915141847398544
beginning,0.33252125084400175,0.33252125084400175,0.33341500494215226,0.3347888257768419,0.34092376629511517,0.33377901050779557,0.3286103308200836,0.33049670192930436,0.32938669787512886,0.3383838203218248,0.33388663662804496
either,0.3330796346068382,0.3330796346068382,0.3309682160615921,0.3518318666352166,0.34633344246281517,0.33296270337369704,0.33275940186447567,0.32347584267457324,0.32592813008361393,0.34333520630995434,0.328144618206554
though,0.3334131479263306,0.3334131479263306,0.3349409070279863,0.3331129848957062,0.328754272725847,0.33395231101248,0.33943654431237114,0.3293503655327691,0.32863038447168136,0.34012144472863937,0.34085500571462846
currently,0.3345410764217377,0.3345410764217377,0.34338247444894576,0.3361848725212945,0.34235911236868966,0.34371239609188503,0.3272833426793416,0.32438082496325177,0.3241228693061405,0.339482757780287,0.3333358069260915
place,0.3345954179763794,0.3345954179763794,0.3397357132699754,0.3348909815152486,0.3327652547094557,0.3368930485513475,0.3370961116419898,0.33974289894104004,0.3302506075965034,0.3326214750607808,0.33523988392617965
including,0.3359151393175125,0.3359151393175125,0.3441956539948781,0.34709634052382576,0.34720028771294487,0.3345671329233382,0.330830928352144,0.33061491118537056,0.3284656008084615,0.3386779791778988,0.33211804429690045
take,0.3365032568573952,0.3365032568573952,0.34495853549904293,0.34636324478520286,0.34772369265556335,0.3380507545338737,0.3275057358874215,0.33585785660478806,0.3299711396296819,0.3451811323563258,0.3314487354622947
form,0.33801156282424927,0.33801156282424927,0.3426729308234321,0.34533055623372394,0.34020963973469204,0.32991938789685565,0.33298298385408187,0.33964648511674667,0.33394072784317863,0.3411491877502865,0.34157705638143754
example,0.3394732058048248,0.3394732058048248,0.33532793985472786,0.34871110651228165,0.3512909611066182,0.34140002727508545,0.340579566028383,0.3305613531006707,0.33208175500233966,0.35032953487502205,0.3401015003522237
element,0.34025208801031115,0.34025208801031115,0.3384121573633618,0.34560999770959216,0.35612988968690235,0.3495417982339859,0.3574111693435245,0.32109134561485714,0.319735339946217,0.3552761094437705,0.3395546128352483
class,0.34115390479564667,0.34115390479564667,0.3339606953991784,0.3464689122305976,0.3575733055671056,0.34203748570548165,0.3467883500787947,0.3380233645439148,0.32989768187205,0.3539223223924637,0.3379335072305467
produced,0.3419318437576294,0.3419318437576294,0.3503637346956465,0.349230021238327,0.33711373143725926,0.34213226702478194,0.3471947775946723,0.3314115007718404,0.34041285183694625,0.3411666485998366,0.34411822424994576
lead,0.3419941797852516,0.3419941797852516,0.34421368605560726,0.3581608815325631,0.3464546849330266,0.34519071877002716,0.3361923545598984,0.3336733000146018,0.3371091667148802,0.3526301019721561,0.3367559595240487
see,0.34214902073144915,0.34214902073144915,0.3515231990151935,0.3414536565542221,0.33959172666072845,0.34462015993065304,0.3360722114642461,0.34028472668594784,0.33190811839368606,0.35584426588482326,0.3523119141658147
thus,0.34241585433483124,0.34241585433483124,0.3439576394028134,0.35702533854378593,0.34283924765057033,0.33943169977929855,0.3462587164507972,0.33721010552512276,0.3332953254381816,0.350959191719691,0.3404661913712819
root,0.34313737601041794,0.34313737601041794,0.345384665661388,0.36318379309442306,0.3573233269982868,0.3487122075425254,0.3518247455358505,0.32442814608414966,0.3294866929451625,0.35157302849822575,0.34836707678106094
scheme,0.3467154011130333,0.3467154011130333,0.3485506756438149,0.3428813699218962,0.35568518936634064,0.3707575649023056,0.3666437798076206,0.3230067806111442,0.33451421227720046,0.34971056547429824,0.34471870958805084
become,0.347319296002388,0.347319296002388,0.3489687244097392,0.3535902202129364,0.34626269340515137,0.35178180866771275,0.3478775653574202,0.3459275464216868,0.34434881806373596,0.34585823946528965,0.3459898034731547
free,0.3482744485139847,0.3482744485139847,0.35047322180536056,0.3484324581093258,0.3534361223379771,0.35395017597410416,0.3477019468943278,0.33225284020106,0.33449646830558777,0.36549882259633804,0.3600243247217602
independent,0.34927783012390134,0.34927783012390134,0.3364138901233673,0.36063654555214775,0.3544953366120656,0.35510875119103325,0.35630906290478176,0.34456751081678605,0.33619726366466945,0.36138154400719535,0.34944285286797416
within,0.3496803969144821,0.3496803969144821,0.35654474629296196,0.3643525673283471,0.3536660141415066,0.343364159266154,0.343391756216685,0.34905745916896397,0.35095723801189,0.35190468033154804,0.35085902611414593
outside,0.34984038174152376,0.34984038174152376,0.3609560860527886,0.35329139563772416,0.3547295497523414,0.3538116282886929,0.3468468917740716,0.3492618302504222,0.3445498049259186,0.3563803732395172,0.3462274173895518
using,0.3500543549656868,0.3500543549656868,0.3580779913398955,0.35821785032749176,0.3613884299993515,0.3444358557462692,0.3512895686758889,0.34162891738944584,0.3465920173459583,0.363329205248091,0.3477436022626029
limited,0.3513802021741867,0.3513802021741867,0.3584762646092309,0.35026267170906067,0.36211074392000836,0.34640677438841927,0.35575150450070697,0.3335740930504269,0.3492398262023926,0.3587930036915673,0.364663776424196
